Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	biotype
2594	P_132652	0.367266666666648	16.8681833333333	5.13885883316492	0.000283328335578552	0.01658719906097	0.602498457646431	COMT	protein_coding
2090	P_115853	-0.315333333333349	16.4771	-4.17476950404684	0.001417495563846	0.0472992527091811	-0.99604065044907	CKB	protein_coding
1565	P_100128	0.300299999999984	16.0808	4.15681741879927	0.00146230571701074	0.0482792255383987	-1.02691033030828	GNB1	protein_coding
659	A_23_P408095	0.344666666666646	15.90645	4.65574268655968	0.000625054893789429	0.0280205234880575	-0.183076423540119	DSTN	protein_coding
2995	P_144458	-0.37860000000002	15.8282416666667	-4.74784896462102	0.000536199529543398	0.0252378060520667	-0.0307740707680217	CBX3	protein_coding
3016	P_145383	-0.808066666666688	15.8269333333333	-4.40198215221501	0.000959243562661857	0.0370183115162776	-0.608467332278688	MCM7	protein_coding
143	A_23_P118105	-0.286633333333352	15.77465	-4.53415233787016	0.000766630100433271	0.0319998894624801	-0.385869979711592	NDUFB10	protein_coding
383	A_23_P208009	0.613866666666647	15.6748416666667	7.54635968757516	8.86933789771032e-06	0.00199311078980585	3.99712970590621	SEC11C	protein_coding
2244	P_119811	-0.426100000000016	15.6648416666667	-4.86969518219608	0.000438537809843365	0.0221392125135815	0.168906757709554	APRT	protein_coding
2901	P_141824	-0.88063333333335	15.6514416666667	-5.12502001315007	0.000289692048094607	0.0168752116590465	0.580463386000852	HIST1H4C	protein_coding
2752	P_137968	0.468099999999984	15.5984416666667	5.94542708564598	8.13467157002247e-05	0.00729336760851718	1.8368504535444	SCARB2	protein_coding
111	A_23_P107421	-1.55380000000002	15.5922083333333	-5.77699539667169	0.000104767982688775	0.00863574877798588	1.58728093687548	TK1	protein_coding
284	A_23_P15621	-0.881300000000014	15.4898333333333	-4.49597874409673	0.000817709435586325	0.0334082035777837	-0.449934536905555	PRAC1	protein_coding
581	A_23_P350045	0.374999999999979	15.4289333333333	4.94585527638839	0.00038715114997267	0.0204953913374689	0.29265396264996	REEP5	protein_coding
3342	P_204633	0.461799999999979	15.304575	5.1051594253213	0.000299089499979908	0.0172110002120743	0.548790703009937	MGST3	protein_coding
237	A_23_P145904	-0.467833333333351	15.235975	-4.22964944745316	0.00128915667949411	0.0446041594825123	-0.901888354038396	H2AFV	protein_coding
1842	P_108501	-0.443433333333356	15.129825	-4.32217245603404	0.00109946445399628	0.0403085607531734	-0.743921841078153	MTCH2	protein_coding
