Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	biotype
20755	P_137098	0.43706666666667	17.5801833333333	3.81874114542358	0.00264570196706385	0.014621575587535	-2.33581464515666	SPON2	protein_coding
17389	P_122899	0.429233333333332	17.3953083333333	4.86689393976238	0.000440559461176024	0.00341991598380844	-0.484336501305229	ACTG1	protein_coding
6605	A_24_P134074	-0.241166666666665	17.3683916666667	-3.25987421009988	0.00721602206097391	0.0327820947792958	-3.3552365906038	RPS19P3	processed_pseudogene
18084	P_125909	-0.349799999999998	17.3357833333333	-4.63727423626957	0.000644659865326299	0.0046585020553372	-0.879815167844374	RPS19	protein_coding
16241	P_117908	-0.411133333333332	17.3028583333333	-6.28855533001543	4.91752058021748e-05	0.000586638484190499	1.80742646390616	NDUFB10	protein_coding
580	A_23_P100632	-0.566266666666657	17.1820083333333	-7.20160709931574	1.39053491000679e-05	0.00021592341385622	3.13290383709396	HN1	protein_coding
1931	A_23_P154840	0.306866666666664	17.1798666666667	3.47962342335396	0.00485014491081196	0.0238082926586654	-2.95353999972675	SOD1	protein_coding
1211	A_23_P127426	0.419600000000003	17.1774833333333	5.27412871337904	0.000228357819320299	0.00201615810851162	0.200417300340965	TM7SF2	protein_coding
3897	A_23_P344973	0.547333333333334	17.1334416666667	7.87665428057224	5.84117459969313e-06	0.000108026818461048	4.04321078144972	MYL6	protein_coding
19400	P_131352	0.326500000000003	17.0893166666667	5.00081673417515	0.000354028091275647	0.0028642694607379	-0.256742198187557	YWHAB	protein_coding
3377	A_23_P27795	0.656200000000002	17.0887333333333	4.23548447254683	0.00127624129888419	0.00810862879185585	-1.58651541300414	SPINT2	protein_coding
14631	P_111705	0.384766666666664	17.0563833333333	4.18030696232886	0.00140396350537162	0.00875540353595339	-1.68487752561902	PFDN5	protein_coding
6024	A_23_P86021	0.725866666666672	17.0516833333333	4.53602370901879	0.000764213545001914	0.00535102122723926	-1.05621767590502	SELENBP1	protein_coding
1521	A_23_P139376	-0.462399999999999	17.0464166666667	-6.09200495783177	6.54789764823543e-05	0.000738795637834308	1.507243415768	RPS3	protein_coding
1682	A_23_P145388	0.544700000000006	17.0429416666667	7.71159808338558	7.18558909328937e-06	0.000127789898727765	3.82585317068366	MTCH1	protein_coding
1041	A_23_P120364	0.400100000000009	16.9853083333333	3.79397429296114	0.00276446995202604	0.0151490982824072	-2.38074691642126	PPDPF	protein_coding
13383	P_106213	0.718633333333329	16.9828083333333	8.80138981895723	1.93361160302348e-06	4.59372967456707e-05	5.2021130706541	PSAP	protein_coding
5282	A_23_P56316	-0.506533333333323	16.9732833333333	-4.10153302147591	0.00160978053905349	0.00977529681849416	-1.8257917744003	TIMM13	protein_coding
11857	P_100315	-0.471799999999988	16.94695	-3.28072054653059	0.00694831102192594	0.031788346102738	-3.31713844662907	ENO1	protein_coding
7011	A_24_P203726	-0.331966666666656	16.8969166666667	-4.19006299053333	0.00138044826229501	0.00863490186075684	-1.66746498395629	RP11-169K16.8	processed_pseudogene
11965	P_100674	0.715166666666676	16.8895333333333	4.40958220473327	0.00094690156590163	0.00636889367348805	-1.27814724430264	CAMK2N1	protein_coding
10294	A_32_P75501	-0.208733333333321	16.8855666666667	-3.21499298088139	0.00782844715825465	0.0350170480872259	-3.43723178281722	RPL35P5	processed_pseudogene
19697	P_132652	0.662933333333331	16.8681833333333	9.27587806080857	1.1341352223015e-06	3.07157533838425e-05	5.76035181213044	COMT	protein_coding
20302	P_135129	-0.318533333333331	16.867975	-3.76646470188535	0.00290285446718849	0.0157698817251903	-2.43069689062033	TKT	protein_coding
17638	P_123936	0.203033333333345	16.8319083333333	3.00109725557206	0.0115526631899532	0.0478273555183696	-3.82698191116178	GPX4	protein_coding
7013	A_24_P204604	-0.310999999999989	16.8294	-4.27616081422092	0.00118986941453687	0.00766037981522942	-1.51419220158326	RP11-280O1.2;RP11-306I1.1	antisense;processed_pseudogene
4078	A_23_P358555	-0.490766666666666	16.8274	-4.6865343501512	0.00059374579620635	0.00436252334443517	-0.794429902453943	NAA38	protein_coding
15722	P_115998	0.377666666666663	16.7381916666667	4.68239825970163	0.000597853978918558	0.00438792577166166	-0.801588010564448	SNRPN	protein_coding
33757	P_237659	-0.480999999999995	16.723525	-4.17237683012234	0.00142338450967847	0.00885038170418418	-1.69903774323946	ATP5G3	protein_coding
17096	P_121722	-0.313866666666659	16.7207333333333	-4.32649468676833	0.00109134817728912	0.00714284753606714	-1.42492657424715	SLC25A39	protein_coding
21038	P_138286	-0.728099999999994	16.7016583333333	-9.16795411648502	1.27804136735105e-06	3.36360914280269e-05	5.63543290794414	H2AFZ	protein_coding
1828	A_23_P151106	-0.630633333333332	16.6977583333333	-4.18693034242739	0.0013879539998565	0.0086709354033305	-1.67305515872379	PHB2	protein_coding
20693	P_136797	0.775700000000008	16.6767333333333	7.30569583387386	1.21216601062895e-05	0.000193330000463197	3.27700841257847	EIF4A2	protein_coding
16412	P_118577	0.335666666666668	16.6641416666667	4.24288630251103	0.00126005145809457	0.0080236703487711	-1.57334275855258	NSMCE1	protein_coding
5849	A_23_P78888	-0.751099999999997	16.661175	-7.25828016229939	1.29017749665934e-05	0.000203074355057422	3.21153697449343	FBL	protein_coding
6968	A_24_P195794	-0.398333333333337	16.6568	-5.78009347642261	0.000104277782397544	0.00107258458872272	1.01983621835186	RP5-867C24.1	processed_pseudogene
15174	P_113746	-0.565066666666663	16.6470166666667	-6.7604378779078	2.52572386025611e-05	0.000345868284335586	2.50643051708454	TPT1	protein_coding
7160	A_24_P230130	-0.441433333333329	16.6407	-4.29069468472168	0.00116050428080204	0.00750744974509177	-1.48839051209691	AC009120.8	processed_pseudogene
4957	A_23_P45524	0.287533333333332	16.6389333333333	3.42479298597032	0.00535409514856833	0.0257913857074286	-3.05375165085929	NGFRAP1	protein_coding
