Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	biotype
1324	A_23_P16523	-1.05766666666664	17.2340083333333	-7.5236337221448	9.13218015906813e-06	0.000531440129635332	3.85401397309723	GDF15	protein_coding
757	A_23_P127426	0.562866666666686	17.1774833333333	7.07490764649833	1.64639651623595e-05	0.000787781854831356	3.25062429587425	TM7SF2	protein_coding
2309	A_23_P344973	0.513800000000014	17.1334416666667	7.39407728871763	1.07991128681803e-05	0.000591847972776672	3.68252663081532	MYL6	protein_coding
2005	A_23_P27795	0.542433333333346	17.0887333333333	3.50117031503383	0.00466561403942176	0.0408121316720175	-2.52914383461306	SPINT2	protein_coding
7960	P_111705	0.325766666666681	17.0563833333333	3.53930000371151	0.00435646714605691	0.0388315914993482	-2.4601556376953	PFDN5	protein_coding
3490	A_23_P86021	0.777133333333353	17.0516833333333	4.85639496473484	0.000448224156383374	0.00750097177344225	-0.144573589548641	SELENBP1	protein_coding
1029	A_23_P145388	0.277833333333355	17.0429416666667	3.93342941221609	0.00216063253495368	0.0233574584531403	-1.7510136158935	MTCH1	protein_coding
7333	P_106213	0.291800000000013	16.9828083333333	3.57379129250686	0.00409489602440358	0.037101078778739	-2.3977894337939	PSAP	protein_coding
8817	P_117788	0.348433333333347	16.9804166666667	4.24613596887974	0.00125301122724659	0.0157666231818384	-1.19649502747224	METRN	protein_coding
6587	P_100674	0.574000000000019	16.8895333333333	3.53917527688224	0.00435744346345124	0.0388374375936742	-2.46038123641822	CAMK2N1	protein_coding
9495	P_123936	0.24750000000002	16.8319083333333	3.65837253695995	0.00351946019013095	0.0332772953709323	-2.24504473094553	GPX4	protein_coding
11208	P_138286	-0.312233333333317	16.7016583333333	-3.93152159543613	0.00216789992947636	0.023414361176816	-1.75442260214748	H2AFZ	protein_coding
11033	P_136797	0.666733333333347	16.6767333333333	6.27942624163752	4.98277749714219e-05	0.00162860679340207	2.11358254504944	EIF4A2	protein_coding
