id	filename	md5	size	state
0427d696-a33d-4005-ac1d-c5363754226e	0427d696-a33d-4005-ac1d-c5363754226e/b1becd71-bbed-4a0f-af9c-94b9b2af928b.rna_seq.augmented_star_gene_counts.tsv	c546a2b8c19a66f0be4fa2eb8cae7a10	4236831	validated
0dacffa4-34d3-4e1c-b189-c0dc465d28a8	0dacffa4-34d3-4e1c-b189-c0dc465d28a8/ef1924c4-8986-4235-b135-d3d0fbdbacf0.rna_seq.augmented_star_gene_counts.tsv	f7b23ae93cd2e7d563f38c77b6c23eff	4243485	validated
10ac475b-ebab-4164-abd5-0c53bdf5c558	10ac475b-ebab-4164-abd5-0c53bdf5c558/422d5778-bfe0-4e2f-b254-2a753c777686.rna_seq.augmented_star_gene_counts.tsv	f1281384f4bdcf00e1ded32755e9983f	4225404	validated
11ef7a70-afe8-4882-a705-20623aa0b3fb	11ef7a70-afe8-4882-a705-20623aa0b3fb/3ca55cbb-f5ea-48b3-9f4e-86676042660c.rna_seq.augmented_star_gene_counts.tsv	f6dfc0db8218ebe7c05831cb6fb2fad1	4238954	validated
19f4b8b7-e241-45cd-88c3-ab787e901d3f	19f4b8b7-e241-45cd-88c3-ab787e901d3f/a905924a-3a0e-4481-98ac-3ca198021472.rna_seq.augmented_star_gene_counts.tsv	7b4a552b086f9cb4a39ef085b19f8938	4245223	validated
2620791e-1dcc-4821-9236-364fbfba248b	2620791e-1dcc-4821-9236-364fbfba248b/6f95e0e1-57d0-40d5-b517-b40d3dfba630.rna_seq.augmented_star_gene_counts.tsv	aaa636e4781607075a38772c6bb1652c	4238540	validated
34eb7ee8-dc28-4a26-b69c-9cd856975762	34eb7ee8-dc28-4a26-b69c-9cd856975762/8711d19a-7b6d-42ef-90bd-72cbb254dcaa.rna_seq.augmented_star_gene_counts.tsv	cdd6e6e1f9c6affb72c385dcd3fd84af	4240940	validated
3d6e64d2-5a31-4556-b263-dbe8d6d1ebaa	3d6e64d2-5a31-4556-b263-dbe8d6d1ebaa/07532a39-80d0-436e-a2aa-fa172c9d21ff.rna_seq.augmented_star_gene_counts.tsv	156c930e5b916b0dfb2581afe23f96ba	4250619	validated
3dd6ff8a-0a2f-45e4-9790-ab0cc711e856	3dd6ff8a-0a2f-45e4-9790-ab0cc711e856/b0d86c72-de96-492a-8303-e536e925b94e.rna_seq.augmented_star_gene_counts.tsv	7ed2e03f7350c7efdd80c2a263c2a2e2	4237777	validated
42a3355a-6675-40ab-aa14-574ca369febd	42a3355a-6675-40ab-aa14-574ca369febd/6a2f4493-11e8-4bef-9408-9c0dd74e2849.rna_seq.augmented_star_gene_counts.tsv	8d22361d67dfcb1e50e2d3dd9d475b55	4247589	validated
447ee125-2322-47df-b160-c3ab45be023e	447ee125-2322-47df-b160-c3ab45be023e/9981297a-947f-44b0-bbb7-e16b7045c608.rna_seq.augmented_star_gene_counts.tsv	468939afe3c9b9e29c138c0d510232e3	4244681	validated
46a9d30b-088c-4c0b-b161-07c4699272a1	46a9d30b-088c-4c0b-b161-07c4699272a1/2ee0b31d-a045-4746-b815-f6c1acc387b9.rna_seq.augmented_star_gene_counts.tsv	d5b3a81fcdee8ef672d21016a4e0f7ca	4248084	validated
48f059f3-2347-49a5-85f8-cbcebb837229	48f059f3-2347-49a5-85f8-cbcebb837229/9394dfcc-2fa9-4797-84cf-e837efe7dbdf.rna_seq.augmented_star_gene_counts.tsv	74aada5bf6825696964969124adb58e6	4256102	validated
52a4e982-a598-4c70-94fb-00bc54d4476b	52a4e982-a598-4c70-94fb-00bc54d4476b/db2c86c4-81cb-42ee-a355-6f42d426a6e1.rna_seq.augmented_star_gene_counts.tsv	9b541424a8e952618b6eb79232addbf8	4241467	validated
555bb124-e49a-48d0-9b69-ad5049512e93	555bb124-e49a-48d0-9b69-ad5049512e93/ef3f9261-a34c-446b-9a6e-6d596c4cd886.rna_seq.augmented_star_gene_counts.tsv	252fb612277d2a40d0cc49e38cc46f27	4237156	validated
59f8dfb4-05e2-4737-93fb-d35bb1f81d15	59f8dfb4-05e2-4737-93fb-d35bb1f81d15/c4805f6c-2047-4d11-be88-c0c4358c2adb.rna_seq.augmented_star_gene_counts.tsv	9dab0a7ee5966264cd6cca2c027d4cca	4242606	validated
5ab0257d-b88b-43e2-8b71-77da8eab21b3	5ab0257d-b88b-43e2-8b71-77da8eab21b3/3b6e86e6-ab2a-4a27-8558-d3e8ee5f75b6.rna_seq.augmented_star_gene_counts.tsv	610cc938abfdf1dae69aa1fb51031bfd	4245481	validated
5c82c597-eca2-4a4c-890c-c797c458438b	5c82c597-eca2-4a4c-890c-c797c458438b/385da11a-37d3-4b76-b6a5-4a623516aac4.rna_seq.augmented_star_gene_counts.tsv	c7a5803f894aba1967e3932a54b488bd	4257792	validated
61831e68-f9a1-461a-ba2c-0516dcf6c257	61831e68-f9a1-461a-ba2c-0516dcf6c257/c4e1b313-1f10-445d-ac48-38b291fb103c.rna_seq.augmented_star_gene_counts.tsv	dad1950c16cc8b8ef737cc89f810966d	4239136	validated
647bb579-5210-4c00-b6e9-ef275dcdf5a2	647bb579-5210-4c00-b6e9-ef275dcdf5a2/44775d34-6995-4670-b6b9-df0a5de0d3fd.rna_seq.augmented_star_gene_counts.tsv	93500d4d12bbbd6238ea39e09f001110	4231319	validated
6f252e85-60a0-4c6f-9ce8-ba28cfc7c846	6f252e85-60a0-4c6f-9ce8-ba28cfc7c846/bae4d699-6a41-4618-bd14-9652f58511ce.rna_seq.augmented_star_gene_counts.tsv	806da767ae1cffa64e39b0e3dcae6ebb	4257822	validated
72bc90dc-785e-40a0-9c4f-4c6b4d3dd6fa	72bc90dc-785e-40a0-9c4f-4c6b4d3dd6fa/bcd6088c-93ef-4dd0-8da4-b58a2daa27c3.rna_seq.augmented_star_gene_counts.tsv	e3cbf858f9d0cb1c206ea0e58c494763	4249176	validated
76d4a24e-56c2-4ac0-97d6-1a7ddc8f286f	76d4a24e-56c2-4ac0-97d6-1a7ddc8f286f/7d163b13-0e81-4f37-b276-32b889834157.rna_seq.augmented_star_gene_counts.tsv	497f3eb4f7ea21cd12514b1caa04bb30	4239596	validated
7a978fa1-75b3-4dee-8721-7271119527eb	7a978fa1-75b3-4dee-8721-7271119527eb/e438ce8a-f988-4b9d-8b98-0bec387b6442.rna_seq.augmented_star_gene_counts.tsv	806cc6efd11e9b50777f1e6af231b571	4235726	validated
7ce8d7b3-62ea-4e14-9880-ba03ade87977	7ce8d7b3-62ea-4e14-9880-ba03ade87977/c0dc94b5-d3bd-4b9d-b6aa-dfe84eb67d3c.rna_seq.augmented_star_gene_counts.tsv	5d078a1df5846aa30c77dde7f8a00382	4233067	validated
