Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	circRNA	circbaseID	GeneSymbol
ASCRP3000010	0.661594623833333	6.25024184777778	5.1982023624005	0.000436445677128238	0.0159490654372293	0.252535459806578	hsa_circRNA_400114	NA	RERE
ASCRP3000038	1.25311526266667	6.72935976488889	6.15441322971374	0.00011980543010095	0.00840965166543146	1.54790889734195	hsa_circRNA_092547	hsa_circ_0001445	SMARCA5
ASCRP3000068	1.34567831583333	6.69868064311111	12.9778578531569	1.79530691968793e-07	0.000437920240384879	7.61103180897156	hsa_circRNA_060539	hsa_circ_0060539	SDC4
ASCRP3000076	0.585082434499999	6.40862159766667	4.05091597128733	0.00244250884697361	0.0419569697533829	-1.4830846388371	hsa_circRNA_006131	hsa_circ_0006131	SYNCRIP
ASCRP3000122	-0.648950851666671	10.9989651744444	-4.50376337614244	0.00121043024766938	0.0285960482482085	-0.775502687903462	hsa_circRNA_404317	hsa_circ_0140691	KAL1
ASCRP3000158	0.856141198	6.31498446066667	6.84730672630505	5.06538808442222e-05	0.00574685948136135	2.40147074619093	hsa_circRNA_100885	hsa_circ_0004596	RAB6A
ASCRP3000184	-0.481936756166665	6.25290308211111	-4.07495801675033	0.00235149091869175	0.0408974989192074	-1.44484809165408	hsa_circRNA_401083	NA	KDM2B
ASCRP3000193	0.735652268166665	6.39690043288889	6.96535179779504	4.40040458900185e-05	0.00550445481729373	2.54009921303655	hsa_circRNA_002961	hsa_circ_0002961	MTDH
ASCRP3000202	1.0450369365	5.750198679	9.56743446380749	2.87199436298041e-06	0.00140110244998	5.15692309454984	hsa_circRNA_102469	hsa_circ_0008432	TPM4
ASCRP3000212	0.531750814833334	5.85721878811111	4.36263262382964	0.00150188390955556	0.0317610621153282	-0.993061535158301	hsa_circRNA_000506	hsa_circ_0000506	PCID2
ASCRP3000214	1.28905045416667	8.62985775222222	4.45934234828718	0.00129508763784829	0.0296519116667451	-0.843678506886672	hsa_circRNA_002635	hsa_circ_0002635	B3GALTL
ASCRP3000264	0.578096128666668	5.72124412822222	4.82066894050031	0.000753419221549196	0.0216783788803141	-0.297410365668629	hsa_circRNA_000521	hsa_circ_0000521	APEX1
ASCRP3000301	1.335684443	8.89092616133333	5.46888288400364	0.000298804411354756	0.0125222815628373	0.633406647647918	hsa_circRNA_003251	hsa_circ_0003251	WNK1
ASCRP3000347	1.00237352266667	6.19280172355556	7.02371871419595	4.10712598330964e-05	0.00534309709588696	2.60793550260286	hsa_circRNA_005185	hsa_circ_0005185	PRKD1
ASCRP3000367	1.6525388545	8.73924226966667	5.48958912557122	0.000290392607481802	0.0124647837890264	0.662078398700774	hsa_circRNA_404643	hsa_circ_0111746	PIK3C2B
ASCRP3000368	0.834750757333332	6.30826635277778	4.89692234759889	0.00067364043937886	0.0205327105815384	-0.184591691473855	hsa_circRNA_002971	hsa_circ_0002971	SNX9
ASCRP3000384	1.5038468	16.2097788633333	4.06988933375388	0.00237037822887518	0.0410525754604351	-1.45290345173396	hsa_circRNA_000166	hsa_circ_0000512	RPPH1
ASCRP3000434	2.67480183066667	10.6006530195556	9.66939672981236	2.61342107721485e-06	0.0013420604973887	5.24436730081261	hsa_circRNA_022382	hsa_circ_0022382	FADS2
ASCRP3000470	0.652439761666666	7.93641450322222	5.19893914717362	0.000435989631351708	0.0159490654372293	0.253587460474342	hsa_circRNA_103990	hsa_circ_0003967	G3BP1
ASCRP3000476	1.79019183533333	8.24127808977778	7.90460018674923	1.51978332723875e-05	0.00329522798308188	3.57715968252515	hsa_circRNA_087856	hsa_circ_0087856	RAD23B
ASCRP3000478	-0.552583825166666	6.60996321611111	-4.04062712632918	0.00248258683927334	0.042329351483008	-1.49946957886046	hsa_circRNA_100780	hsa_circ_0021569	QSER1
ASCRP3000482	1.53836369616667	6.78441931122222	9.34634630961768	3.53410647940947e-06	0.00164201318664753	4.96381913837901	hsa_circRNA_068465	hsa_circ_0068465	EIF4A2
ASCRP3000491	-0.536611456166668	6.87764122244444	-3.88797515648124	0.0031657591600159	0.0486508325830277	-1.74403274425893	hsa_circRNA_009044	hsa_circ_0009044	CDC42BPA
ASCRP3000503	0.514234730833333	6.07941239011111	4.75236455097925	0.000833464124441953	0.0225891929505004	-0.399207328129866	hsa_circRNA_101406	hsa_circ_0000557	NEK9
ASCRP3000525	0.835054678500002	6.79207741066667	6.7072516027018	5.99897054478886e-05	0.00622680378781967	2.23447941462158	hsa_circRNA_001985	hsa_circ_0001985	UBP1
ASCRP3000544	-0.550828390833332	8.04859672822222	-3.88969897654635	0.00315702805902763	0.0486508325830277	-1.7412561706152	hsa_circRNA_101034	hsa_circ_0007723	CCDC91
ASCRP3000550	1.1953134285	8.04735958433333	6.64103954004562	6.50385424931632e-05	0.00628156137490579	2.15457172481116	hsa_circRNA_103514	hsa_circ_0006156	FNDC3B
ASCRP3000554	-0.720820478333334	11.0165165088889	-4.30207284733588	0.00164897563959291	0.0334491794501206	-1.08726099296788	hsa_circRNA_406091	hsa_circ_0114850	ACSS1
ASCRP3000556	0.943196105166668	6.59416430188889	6.81442239023068	5.26949151067598e-05	0.005842548712462	2.36250844942881	hsa_circRNA_101825	hsa_circ_0008242	DYNC1LI2
ASCRP3000627	0.79491991466667	7.59044495155556	5.07329281753829	0.000521666401494244	0.0174311612307511	0.0729839610698058	hsa_circRNA_011588	hsa_circ_0011588	CLSPN
