Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	circRNA	circbaseID	GeneSymbol
ASCRP3000202	-0.751310080999998	5.750198679	-6.87833100525571	4.88066590884061e-05	0.0317471048483719	2.36155425740189	hsa_circRNA_102469	hsa_circ_0008432	TPM4
ASCRP3001609	-0.836785359999998	7.52799856333333	-9.2663149953179	3.81350121505258e-06	0.00744166627105361	4.50020099933796	hsa_circRNA_004390	hsa_circ_0004390	LPAR3
ASCRP3001825	-0.858038356333333	5.94828859522222	-8.46699435284784	8.40700464459183e-06	0.0117181634738975	3.86289499641125	hsa_circRNA_013058	hsa_circ_0013058	LPAR3
ASCRP3002332	-0.750532882166667	6.15825781577778	-6.32735452176741	9.60897908281348e-05	0.0430389542620484	1.75729180373745	hsa_circRNA_100717	hsa_circ_0007142	DOCK1
ASCRP3003559	-0.862962376999998	6.84659920733333	-7.266830868431	3.09475521565675e-05	0.0251629388659691	2.76040312625262	hsa_circRNA_101816	hsa_circ_0005941	FTO
ASCRP3004704	0.980434644166668	5.90965340088889	7.6530031800777	2.00143025549839e-05	0.0195279550028978	3.13576079197847	hsa_circRNA_402799	hsa_circ_0123160	KCNH8
ASCRP3004858	-0.6908404035	6.069607017	-6.41437074290646	8.61216101856774e-05	0.0420144275290827	1.85583539452002	hsa_circRNA_407092	hsa_circ_0137255	MMP16
ASCRP3005563	1.46291004383333	7.08819903111111	10.0728970431139	1.81343990576379e-06	0.00442343329013432	5.07513953963104	hsa_circRNA_006491	hsa_circ_0006491	SETBP1
ASCRP3005595	-0.849996610333335	6.11260616955556	-6.54392515454242	7.3294563629697e-05	0.0376386872281555	2.00036336760814	hsa_circRNA_104533	hsa_circ_0083092	RBM33
ASCRP3006487	-1.68560393033333	7.87020428588889	-10.9436703033113	8.58056727493796e-07	0.00279068649671899	5.62822226529546	hsa_circRNA_104577	hsa_circ_0003885	EXTL3
ASCRP3007671	-1.1644522575	6.71450457633333	-6.77290159864356	5.54002482380058e-05	0.0317964836504837	2.24950130965731	hsa_circRNA_104721	hsa_circ_0085895	NRBP2
ASCRP3008877	-1.20255725633333	6.26809104722222	-7.51796644668044	2.32658594830942e-05	0.0206368173615046	3.00682997562117	hsa_circRNA_104259	hsa_circ_0078607	SLC22A3
ASCRP3008951	-1.59226451416667	7.27771955211111	-11.1190248092609	7.42620707912498e-07	0.00279068649671899	5.73189626600105	hsa_circRNA_102787	hsa_circ_0001055	AFF3
ASCRP3009647	0.703157689500001	5.531070142	8.17793754467144	1.13528944988297e-05	0.0138462739531352	3.61420343312597	hsa_circRNA_101929	hsa_circ_0004931	NXN
ASCRP3009947	-0.850670445500001	5.811205963	-7.8973269253302	1.53178406390594e-05	0.0166062412350336	3.36286785729978	hsa_circRNA_406683	hsa_circ_0128145	PCDHA13
ASCRP3010108	-1.96576407783333	6.49007664322222	-14.4847440854388	6.45569430667487e-08	0.000629882093502267	7.32055949784444	hsa_circRNA_061260	hsa_circ_0061260	BAGE4
ASCRP3010336	-1.369974379	6.194451645	-8.53897129431661	7.8107983484136e-06	0.0117181634738975	3.92326010702556	hsa_circRNA_005855	hsa_circ_0005855	TPM4
ASCRP3010823	-0.633392557	5.68574657366667	-6.31954269628366	9.70438653033785e-05	0.0430389542620484	1.74838687600165	hsa_circRNA_406871	hsa_circ_0130937	SHPRH
ASCRP3011085	-0.750332532999998	5.91441237133333	-6.931503379588	4.58083168253381e-05	0.0317471048483719	2.41744069809596	hsa_circRNA_104258	hsa_circ_0078605	SLC22A3
ASCRP3011716	-0.687501755833333	6.41214674288889	-7.03330458416854	4.06101997665551e-05	0.0304795168555599	2.52327862010775	hsa_circRNA_104153	hsa_circ_0004058	ZNF292
ASCRP3012423	-0.833267920666668	6.16709913577778	-6.78281455650816	5.47409545121773e-05	0.0317964836504837	2.26010780218563	hsa_circRNA_404925	hsa_circ_0094798	CWF19L2
ASCRP3013595	-0.642836420500001	6.55917094633333	-6.60072520971222	6.83366955496583e-05	0.0370422854710009	2.0629103660439	hsa_circRNA_000500	hsa_circ_0000500	PCCA
