Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
GUCY1A3	-4.76394253202678	7.44043225870076	-32.4277876440755	8.93745654926238e-10	1.33125398834998e-05	12.0088977669399
LOC728855	-4.27616474956001	6.2907161929897	-29.9832963709421	1.66521231890672e-09	1.33125398834998e-05	11.6298639162687
CKB	-3.3512400538964	10.9348462506272	-25.7154728206943	5.62223986591321e-09	1.4982332202681e-05	10.8122074766593
C1orf59	-4.62953814116558	7.28405864174269	-26.1247720299909	4.96175988080435e-09	1.4982332202681e-05	10.9007329494169
KCNN2	-2.61896501145475	8.65082659537213	-27.0122472825279	3.80855961775634e-09	1.4982332202681e-05	11.0847241260401
EPHX1	2.8280878331568	7.91338899347036	27.6988416300086	3.12175429996636e-09	1.4982332202681e-05	11.2199870125145
TLE1	3.57471964929027	7.22918148670995	23.2582682768738	1.2434715725605e-08	2.84026671052426e-05	10.2266513152725
LOC645381	2.40676629422408	6.30975138499736	22.563665099431	1.57956014020259e-08	3.15694838521239e-05	10.0425212427989
GSTA4	2.39186316319939	9.24574775579573	22.0091198928743	1.9219567109009e-08	3.41446287228828e-05	9.88897304331989
OXCT1	-2.20540630622179	6.81427984146242	-21.3497558023203	2.44236996696783e-08	3.90510534018486e-05	9.69839615484303
HES4	-2.93636243084834	9.58893290082912	-20.9660412307654	2.81719428067784e-08	4.09491994125072e-05	9.58328986213325
TMEM205	-6.69503152635935	9.31346799975698	-20.0952588429555	3.93280173244216e-08	4.73452004792807e-05	9.30991288929437
RASD1	-4.07419270440381	5.3658359842706	-19.7864363708745	4.44166619043849e-08	4.73452004792807e-05	9.208702043282
PTPN13	-3.04543169947799	5.10579087291599	-19.8011284474134	4.41584613228503e-08	4.73452004792807e-05	9.21356948600237
MBP	-2.90006534575407	8.11502332509103	-18.7230130693026	6.85164437433043e-08	6.08473537592758e-05	8.84186457427348
RNF145	-2.112343720086	7.63805672688678	-18.5948433638818	7.23059429249009e-08	6.08473537592758e-05	8.79563852271337
STC1	-4.15750610611898	5.50745757276996	-18.9998870136615	6.1067604951874e-08	6.08473537592758e-05	8.94020673472484
MICAL1	2.42441023131677	5.20053013353847	18.8122462682276	6.60098118595674e-08	6.08473537592758e-05	8.87378381204801
EFNB2	-2.13527782925527	9.11705966392946	-17.5572352595606	1.13327288158857e-07	8.79247528837109e-05	8.40425004674823
ALDH1A3	-3.25338096929787	7.74665465571689	-17.5150043904028	1.15480631093748e-07	8.79247528837109e-05	8.38764656235714
LPXN	3.9552953409392	8.12869799712916	16.9521859563781	1.49034217719921e-07	0.000108314004869264	8.16104639974977
SERPINE2	1.83826803708426	6.19738831359439	16.0912811367381	2.23712342389406e-07	0.000136076986051932	7.79425527247607
H2AFJ	-4.27950451760433	9.62635611258198	-15.9776781800106	2.3639197248039e-07	0.000136076986051932	7.74392980361082
VEGFB	-5.98676518371875	8.53794129829974	-15.9611886156499	2.38298555848026e-07	0.000136076986051932	7.73658637576159
TMEM62	1.67005875116576	7.61286896373973	16.2782454104305	2.04471007912396e-07	0.000136076986051932	7.87607867645103
SWAP70	-4.31147535362804	6.06471152128224	-16.003562280101	2.33433564966697e-07	0.000136076986051932	7.75543715262996
KREMEN2	-3.01556829633433	5.50876393432382	-15.7771843775609	2.60785718721395e-07	0.000143782857125393	7.65397004077108
FADS1	-1.66923328508045	8.50143887712353	-15.412104772961	3.12808055441444e-07	0.000156296499951664	7.48632219134432
AADAT	-2.78829194259633	7.96546594449401	-15.4332203151754	3.09500421258417e-07	0.000156296499951664	7.4961564593968
