Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
KCNN2	-1.50019639918863	8.65082659537213	-15.4731643721851	3.03350109256847e-07	0.00329510444788316	6.68452057739404
MALT1	-1.40523613636773	6.96342472823475	-14.873573846509	4.12171423839284e-07	0.00329510444788316	6.47714061015569
GCNT1	-1.28408114269933	8.36900093068054	-12.4557041527345	1.61536833189681e-06	0.00432356367771882	5.48003463050008
SIPA1L2	-2.31297156457261	4.97985655787063	-11.8040341064189	2.43367772215081e-06	0.00432356367771882	5.15887477011433
BMP6	-1.45451765878528	4.96655622196389	-11.8738447426901	2.32688792067173e-06	0.00432356367771882	5.19450376718807
RNF160	1.80712273258978	6.60567771321988	12.7918146137563	1.31752609049131e-06	0.00432356367771882	5.63610564924176
CERK	2.22135602786338	3.86751477513065	12.0938539851056	2.02316253339539e-06	0.00432356367771882	5.30483294771201
STK39	-1.43350234835662	9.701043241227	-12.3338966270031	1.74135695901563e-06	0.00432356367771882	5.42190710338602
LOC728160	2.25475191950876	8.20967667778467	12.2798718115662	1.80072735173631e-06	0.00432356367771882	5.39585250452133
OPRK1	2.98375656976513	5.79225464324203	11.5735964465785	2.82706523968175e-06	0.00452019461172715	5.03908956688896
MYRIP	1.47681058590238	7.40641595486258	11.2533655865536	3.49723826197702e-06	0.00508339477915914	4.86690497892459
GPER	1.67536092881827	6.79245595099296	10.9885482634911	4.18716242023726e-06	0.00557904499476447	4.71927901541364
ELOVL5	-1.23948000573728	8.60918308860419	-10.6172827676202	5.42515215798351e-06	0.00667251983492295	4.50393845702966
MATN2	2.54731193103671	4.87542487304255	10.1888277157879	7.38961731394152e-06	0.00843947080232936	4.24260553836223
RER1	-1.10869078874803	9.59580059827623	-9.92885999606613	8.96347594793349e-06	0.0095544677954339	4.0769733661972
ABHD2	-1.18316257755098	7.75045435947553	-9.78531375964471	9.99072563592344e-06	0.00998385701204874	3.98313011983863
RALGPS1	1.18982793936332	6.37143460081858	8.86265596548421	2.07686559962118e-05	0.0118596443115511	3.33652491559968
RDH10	1.61713361850686	6.15857338946468	9.06329501671715	1.76194553457865e-05	0.0118596443115511	3.48381937399536
HK2	-1.34162798574265	7.56584018640107	-9.26422252961971	1.4989754040723e-05	0.0118596443115511	3.62750171438639
