Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	biotype
20262	P_137098	0.4209	17.5801833333333	3.57288819302145	0.00467633957644152	0.0233358997095586	-2.80571002656611	SPON2	protein_coding
17024	P_122899	0.372933333333332	17.3953083333333	4.04227891538746	0.00211801449317603	0.0124262852583474	-1.99045460325635	ACTG1	protein_coding
1650	A_23_P143958	-0.251966666666668	17.3498416666667	-3.24237021432002	0.00827500453931559	0.0367342299773528	-3.38712788311893	RPL22L1	protein_coding
17708	P_125909	-0.251799999999999	17.3357833333333	-3.22374568938909	0.00854755713277676	0.0377054073685729	-3.41995589248668	RPS19	protein_coding
15907	P_117908	-0.399833333333333	17.3028583333333	-5.25949154700932	0.000310238590662446	0.00273412089144271	0.0123121174529821	NDUFB10	protein_coding
2195	A_23_P16523	-0.52556666666667	17.2340083333333	-4.5273117873484	0.000961266146218581	0.00663248667041958	-1.1702016146837	GDF15	protein_coding
612	A_23_P100632	-0.4526	17.1820083333333	-5.38951776790974	0.000255822895836723	0.0023535367964706	0.214649846556494	HN1	protein_coding
1928	A_23_P154840	0.312666666666669	17.1798666666667	3.33557533513601	0.00703866538571258	0.0323020450194556	-3.22288377706105	SOD1	protein_coding
1220	A_23_P127426	0.586133333333336	17.1774833333333	6.74917264197693	3.91687236225736e-05	0.000552291291552435	2.1887436693285	TM7SF2	protein_coding
3815	A_23_P344973	0.534500000000005	17.1334416666667	6.71046726378495	4.11783020739872e-05	0.000573157624539867	2.13605331590186	MYL6	protein_coding
18976	P_131352	0.244533333333333	17.0893166666667	3.19155059476426	0.00904050441677516	0.0393828710044475	-3.47670357906564	YWHAB	protein_coding
3323	A_23_P27795	0.688966666666669	17.0887333333333	5.61467412659019	0.000184233616829934	0.00182415904784874	0.559399538791171	SPINT2	protein_coding
14324	P_111705	0.333933333333331	17.0563833333333	3.28366955550793	0.00770185695708706	0.0347130159242781	-3.31433902192599	PFDN5	protein_coding
5881	A_23_P86021	0.850000000000001	17.0516833333333	5.19492407726487	0.00034172430586969	0.0029452595977081	-0.0890416371134437	SELENBP1	protein_coding
1531	A_23_P139376	-0.277966666666668	17.0464166666667	-3.27186208037587	0.00786144955890293	0.0352661124820543	-3.33514799377703	RPS3	protein_coding
1691	A_23_P145388	0.396433333333334	17.0429416666667	5.22389883283038	0.000327193973687174	0.00284775246545815	-0.043487117755741	MTCH1	protein_coding
1060	A_23_P120364	0.360099999999999	16.9853083333333	3.28282234983339	0.00771319683124895	0.0347507223693136	-3.3158320533567	PPDPF	protein_coding
13113	P_106213	0.555466666666661	16.9828083333333	6.01310977224987	0.00010486441143529	0.0011769698982384	1.15196102316226	PSAP	protein_coding
5162	A_23_P56316	-0.436500000000002	16.9732833333333	-3.44560979926719	0.00581954496022586	0.0277733938071256	-3.02920321413881	TIMM13	protein_coding
11606	P_100315	-0.518266666666666	16.94695	-3.56408314160439	0.00474740157220164	0.0236239483153863	-2.82114716563893	ENO1	protein_coding
11705	P_100674	0.683233333333334	16.8895333333333	4.92184921081264	0.000517702655304151	0.00407560921286175	-0.524066068771591	CAMK2N1	protein_coding
19259	P_132652	0.471533333333333	16.8681833333333	6.27978782099837	7.27931490741325e-05	0.000889022851370054	1.53616242089458	COMT	protein_coding
17258	P_123936	0.256700000000002	16.8319083333333	3.26302114330446	0.00798315688241038	0.0356959606411313	-3.35072968302689	GPX4	protein_coding
3994	A_23_P358555	-0.380800000000004	16.8274	-3.98473540067185	0.00233080483765376	0.0134160581488503	-2.08942409005939	NAA38	protein_coding
15399	P_115998	0.426866666666665	16.7381916666667	4.80065589722727	0.000624632015902691	0.00471800932428853	-0.720378694610476	SNRPN	protein_coding
33527	P_237659	-0.390066666666669	16.723525	-3.11572553916646	0.0103191723693638	0.0436812898974705	-3.61032309595021	ATP5G3	protein_coding
16741	P_121722	-0.243633333333332	16.7207333333333	-3.04755952890588	0.0116252130005209	0.0479642026620186	-3.73035513825554	SLC25A39	protein_coding
20540	P_138286	-0.624499999999994	16.7016583333333	-7.08497075727723	2.55752845107144e-05	0.000397769427180348	2.6376163723387	H2AFZ	protein_coding
1833	A_23_P151106	-0.555399999999999	16.6977583333333	-3.51192261873857	0.00519185320604503	0.0253887183854698	-2.91267341909435	PHB2	protein_coding
20195	P_136797	0.73343333333333	16.6767333333333	6.30660483953439	7.02064463140902e-05	0.000863643285151457	1.57425300416579	EIF4A2	protein_coding
16079	P_118577	0.327466666666666	16.6641416666667	4.0265850830952	0.00217395573409492	0.0126895046464381	-2.01741526142928	NSMCE1	protein_coding
5714	A_23_P78888	-0.740733333333331	16.661175	-6.58780723966278	4.83142040584713e-05	0.000648043681561624	1.96775406682313	FBL	protein_coding
14849	P_113746	-0.281833333333331	16.6470166666667	-3.0844920624086	0.0108980275208918	0.0456095019791182	-3.66533602269353	TPT1	protein_coding
4855	A_23_P45524	0.279666666666664	16.6389333333333	3.32122723919072	0.00721591623403236	0.0329386966696379	-3.24816020110832	NGFRAP1	protein_coding
12459	P_103552	-0.229399999999998	16.622025	-3.08898138396212	0.010812838674151	0.0453168155236079	-3.65743013447616	CCT3	protein_coding
15809	P_117483	0.384466666666672	16.6210666666667	4.49096267608917	0.00101877992860496	0.00695793264593052	-1.23073016954383	CIB1	protein_coding
22149	P_144404	0.302633333333333	16.6093333333333	3.60853467310268	0.00439969467476957	0.0222287747467294	-2.74325599269836	TOMM7	protein_coding
12528	P_103976	0.682566666666663	16.607725	5.7065716012733	0.00016146194799613	0.00164695133302547	0.698054484721474	ATP1B1	protein_coding
2934	A_23_P21838	0.349133333333334	16.5997	3.79875114789785	0.00318461975500303	0.0171887093233776	-2.4113178764938	CNP	protein_coding
4537	A_23_P409945	0.386933333333332	16.5641833333333	4.20245130256086	0.00162610108070827	0.01006194173501	-1.71670643109358	OAZ1	protein_coding
14630	P_112833	0.519233333333332	16.5513166666667	5.9359441362124	0.000116757153916711	0.00127836283938253	1.03894075312001	ERP29	protein_coding
