Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	biotype
10122	P_125909	-0.239577777777775	17.3357833333333	-3.75661951666267	0.00341981750820045	0.0311133101139252	-2.23258085421431	RPS19	protein_coding
346	A_23_P100632	-0.368855555555552	17.1820083333333	-5.37944308436608	0.000259652000767451	0.0048069351865779	0.427863406278481	HN1	protein_coding
901	A_23_P139376	-0.344733333333334	17.0464166666667	-4.96971149586054	0.000480979517131701	0.00750058458561937	-0.211664477024777	RPS3	protein_coding
991	A_23_P145388	0.319944444444445	17.0429416666667	5.16350731365205	0.000358257826505911	0.00606722609543793	0.0937843877248277	MTCH1	protein_coding
7530	P_106213	0.43621111111111	16.9828083333333	5.78340336252387	0.000144730001717734	0.00316896755432279	1.03487215587643	PSAP	protein_coding
10979	P_132652	0.471000000000004	16.8681833333333	7.68243877500833	1.23847616647339e-05	0.000545841943514263	3.58360618731738	COMT	protein_coding
2429	A_23_P358555	-0.302177777777779	16.8274	-3.87267187060765	0.00281172172903127	0.0270272221763822	-2.03238210320493	NAA38	protein_coding
3124	A_23_P56680	-0.275777777777773	16.7160666666667	-3.46923048844327	0.00558745526743486	0.0442535243202408	-2.73234695082964	ATP5G3	protein_coding
15707	P_215680	0.24401111111111	16.7116583333333	3.37776245141671	0.00654291669330785	0.0495403769017109	-2.89226876295422	MYL6	protein_coding
11718	P_138286	-0.415855555555552	16.7016583333333	-5.77821578869012	0.000145799235572196	0.00318413105037753	1.02722591658966	H2AFZ	protein_coding
3455	A_23_P78888	-0.364544444444444	16.661175	-3.97077343965976	0.0023857245793495	0.0239599031681063	-1.86405042534493	FBL	protein_coding
8563	P_113746	-0.484911111111117	16.6470166666667	-6.49978610052362	5.42497000767914e-05	0.00157276574250084	2.05398002226132	TPT1	protein_coding
447	A_23_P107653	-0.291988888888888	16.5078583333333	-4.23998600367223	0.00152917331060662	0.0173924487091323	-1.40699394103811	ETFB	protein_coding
579	A_23_P117955	-0.398855555555553	16.506375	-4.10159406668828	0.00191981032346406	0.0205274369125299	-1.64100484682495	APRT	protein_coding
4301	A_24_P270728	0.338733333333337	16.4920166666667	4.26692509195157	0.00146335533181862	0.0168427595979053	-1.36168843593589	NUPR1	protein_coding
8842	P_115853	-0.328800000000001	16.4771	-4.70637574220312	0.000723909998902765	0.0101053398841754	-0.635039030857407	CKB	protein_coding
903	A_23_P139476	0.348922222222221	16.4515416666667	3.64129150050504	0.00416038917281037	0.0358929553870834	-2.43253413617385	CD63	protein_coding
774	A_23_P130194	-0.275277777777774	16.435525	-3.55868619054292	0.0047915084669232	0.0397360141744307	-2.57627739216433	PYCR1	protein_coding
3015	A_23_P502224	0.515144444444445	16.4289416666667	4.64827983509592	0.000793285457315842	0.010808968077625	-0.729697532452595	CYB5R3	protein_coding
2190	A_23_P3221	0.66845555555555	16.3585583333333	7.65785626355748	1.27495662846802e-05	0.000557018127603446	3.55363479556969	SQRDL	protein_coding
9969	P_124671	0.407411111111109	16.3326416666667	3.82385544263637	0.00305252650087146	0.0286490628399685	-2.11646057175282	TMEM205	protein_coding
687	A_23_P12514	0.371344444444446	16.3054916666667	3.66785376564602	0.003976244851587	0.0347316576384622	-2.38640066148791	RHOC	protein_coding
995	A_23_P145644	0.563522222222222	16.276225	6.91843145039927	3.15410150919172e-05	0.0010613439559083	2.61648291148221	DDC	protein_coding
4572	A_24_P355876	0.423288888888891	16.2727333333333	5.67071777134388	0.0001699668189171	0.00355686506094515	0.867907757819156	TMBIM6	protein_coding
731	A_23_P128147	-0.587855555555556	16.2690583333333	-4.999078626751	0.000459823017982331	0.00725411380760247	-0.1650397092977	TUBA1B	protein_coding
896	A_23_P13899	-0.341688888888887	16.2652666666667	-3.64517413764299	0.00413293105093872	0.0357087931946364	-2.42578793061164	GAPDH	protein_coding
9142	P_117751	-0.256611111111106	16.222025	-3.5573994453551	0.00480208678622138	0.0398078327753291	-2.57851952854237	C16orf13	protein_coding
947	A_23_P142310	-0.329544444444446	16.185725	-4.3257654422065	0.00132972364409493	0.0157122347351087	-1.26302250258023	MKNK2	protein_coding
9424	P_120205	-0.366644444444447	16.1670833333333	-4.25572474478426	0.00149035166833235	0.0170705306656841	-1.38051488103055	PFN1	protein_coding
12224	P_141483	0.247011111111112	16.1311416666667	3.37583692219658	0.00656474433764488	0.0496451355702274	-2.89563828554581	SERPINB6	protein_coding
8327	P_112205	-0.285566666666663	16.1258416666667	-4.00195768470967	0.0022648727720487	0.0230753989977603	-1.81072870632511	CCT2	protein_coding
3637	A_23_P92082	-0.376522222222224	16.1011583333333	-3.81500061499718	0.00309845615287576	0.0289730635865784	-2.13173282114384	TKT	protein_coding
6650	P_100128	0.355377777777772	16.0808	5.37875588850268	0.00025991539963313	0.00481004521613084	0.426810801657588	GNB1	protein_coding
8171	P_111125	-0.306888888888889	16.0798333333333	-4.50022388243374	0.00100379017626167	0.0128165316058655	-0.972914379140082	LDHB	protein_coding
10212	P_126724	0.433977777777773	16.0701166666667	5.46202039033076	0.000229980065261018	0.00441185682598407	0.553856794935035	CNOT3;LENG1;TMC4	protein_coding
3111	A_23_P5551	-0.352699999999997	16.0638916666667	-4.83440593864027	0.000592686242838852	0.00874245875040283	-0.428021759061648	NCL	protein_coding
8753	P_115163	0.357966666666666	16.052025	4.66076024866115	0.000777810820534752	0.010644554843391	-0.709325110045352	RDH11	protein_coding
13631	P_151556	-0.532311111111108	16.0132333333333	-6.38146722299681	6.34935750606783e-05	0.00175920459554646	1.89064846881351	SLC25A5	protein_coding
535	A_23_P114929	-0.282511111111114	16.0091166666667	-3.59957436804813	0.00446760234717871	0.0377700191489814	-2.50507746396119	MPC2	protein_coding
1703	A_23_P214487	-0.708344444444442	16.0067916666667	-4.41671924519505	0.00114781301169856	0.0141431496670329	-1.11131208755317	HIST1H4C	protein_coding
12376	P_142546	0.356488888888887	15.9514333333333	4.13046106707524	0.00183046454847587	0.0198162964931999	-1.59202219676171	GLO1	protein_coding
1294	A_23_P165840	-0.357733333333336	15.9379666666667	-4.37673332065911	0.00122433283428631	0.0148246949106479	-1.17788614798502	ODC1	protein_coding
2732	A_23_P408095	0.582911111111118	15.90645	8.85185279194607	3.35011476296695e-06	0.000215905605411079	4.92784972745983	DSTN	protein_coding
527	A_23_P114232	-0.277866666666663	15.8983	-3.83548784186261	0.00299326308593771	0.0282425659130241	-2.0964075118255	PRDX4	protein_coding
8996	P_116764	-0.261922222222227	15.8724416666667	-3.79605908275807	0.00319913328083333	0.0296362391310051	-2.1644232413582	PPIB	protein_coding
4397	A_24_P302998	-0.260288888888889	15.83845	-3.58004113381447	0.00461942021048313	0.0386877822119401	-2.53907972253087	PDE6B;ATP5I;MYL5	protein_coding
3207	A_23_P6344	-0.257744444444441	15.837475	-3.69299092258908	0.00380974766206431	0.0336801523152415	-2.3427851283288	SDF2L1	protein_coding
12673	P_144458	-0.326811111111112	15.8282416666667	-4.45114058265903	0.00108597250897631	0.0136102572017247	-1.05415883224578	CBX3	protein_coding
12795	P_145383	-0.986400000000001	15.8269333333333	-6.78374019710386	3.74630066416662e-05	0.00120354715307146	2.43809942938172	MCM7	protein_coding
585	A_23_P118313	0.558822222222219	15.8223166666667	7.56840571175227	1.41781713149675e-05	0.000600972610461421	3.44394780323316	GABARAPL2	protein_coding
13935	P_201803	0.436888888888889	15.8047333333333	4.53095205196535	0.000955697863951492	0.0123682573310161	-0.922205665144363	TMEM59	protein_coding
7817	P_108467	-0.224833333333338	15.7784916666667	-3.57133875697947	0.00468876434208296	0.0391063748361438	-2.55423518656767	PSMC3	protein_coding
582	A_23_P118105	-0.357000000000008	15.77465	-5.94607108086423	0.00011511725430067	0.00267895213105095	1.2726771184441	NDUFB10	protein_coding
3037	A_23_P50807	-0.41124444444444	15.755	-4.80494115365137	0.000620476742687176	0.00904129885567802	-0.475468903901941	MRPS12	protein_coding
3547	A_23_P85236	0.310188888888888	15.744225	3.84628149273056	0.00293934286937292	0.0278778722735001	-2.07781040913659	FAM127A	protein_coding
4061	A_24_P188071	-0.4415	15.7441916666667	-3.97644680131426	0.00236324715894756	0.0238009839845718	-1.85434266610323	TUBA1C	protein_coding
19323	P_244233	-0.542211111111108	15.729625	-5.76977665914437	0.00014755674559479	0.00321091629661819	1.0147787721081	IMPDH2	protein_coding
2513	A_23_P37191	-0.276222222222223	15.7142	-3.79876090415527	0.00318456728143965	0.0295403332799547	-2.15975852369948	PSMB5	protein_coding
12320	P_142093	0.45708888888889	15.6822833333333	5.83743831207419	0.000134078049979767	0.00299723691856952	1.1142872363118	HLA-B	protein_coding
1574	A_23_P208009	0.608611111111113	15.6748416666667	8.36019062067257	5.70726500678166e-06	0.000313892412191307	4.38157207751296	SEC11C	protein_coding
2007	A_23_P27724	0.516822222222224	15.6715166666667	8.04137304296249	8.16714674884144e-06	0.000404230671630391	4.01291598115824	SEPW1	protein_coding
