Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	biotype
1425	A_23_P16523	-1.05766666666667	17.2340083333333	-9.11090270898486	2.55366217357083e-06	0.000236329704036784	5.21437659336802	GDF15	protein_coding
826	A_23_P127426	0.562866666666668	17.1774833333333	6.48126303642074	5.55958776193067e-05	0.00171837436518951	2.04443018142259	TM7SF2	protein_coding
2500	A_23_P344973	0.513800000000003	17.1334416666667	6.45058574393395	5.7904927802283e-05	0.00176546071492641	2.00225788451734	MYL6	protein_coding
2163	A_23_P27795	0.542433333333339	17.0887333333333	4.42051342890332	0.00114081829946685	0.0137331175040807	-1.08521527536436	SPINT2	protein_coding
3771	A_23_P86021	0.777133333333339	17.0516833333333	4.74958666420996	0.000676482412725009	0.00945986798314108	-0.545663984565026	SELENBP1	protein_coding
1110	A_23_P145388	0.27783333333333	17.0429416666667	3.66107767355929	0.0040224037672387	0.0339470707760821	-2.37729001786643	MTCH1	protein_coding
9645	P_117788	0.348433333333332	16.9804166666667	4.17898516972367	0.00168995315741545	0.0181739173805103	-1.48972874935064	METRN	protein_coding
7197	P_100674	0.574000000000002	16.8895333333333	4.13495845295379	0.00181694146412023	0.0191621730910023	-1.56417804150521	CAMK2N1	protein_coding
12264	P_138286	-0.312233333333332	16.7016583333333	-3.54229629481804	0.00492806695049312	0.039284905546179	-2.5838159896182	H2AFZ	protein_coding
12066	P_136797	0.666733333333333	16.6767333333333	5.73306867247045	0.000155469219222021	0.00338141211247737	0.97798133828328	EIF4A2	protein_coding
9751	P_118577	0.334099999999992	16.6641416666667	4.10814966285243	0.00189912731597266	0.0198167005042864	-1.60961357801212	NSMCE1	protein_coding
3670	A_23_P78888	-0.418933333333332	16.661175	-3.72583752083889	0.00360300855148406	0.0313823763621883	-2.26506844976973	FBL	protein_coding
7657	P_103976	0.840033333333334	16.607725	7.02306543554668	2.76373087380665e-05	0.00109327355290387	2.76803705050723	ATP1B1	protein_coding
1901	A_23_P21838	0.334033333333331	16.5997	3.63445534209317	0.0042091943942076	0.0350418999653225	-2.4235049352094	CNP	protein_coding
10780	P_127069	0.268666666666668	16.5910833333333	3.51793487682156	0.00513850628755993	0.0404873919171893	-2.62626965529079	CHMP2A	protein_coding
8888	P_112833	0.413800000000002	16.5513166666667	4.73061632579709	0.000696886203955571	0.00964780907633967	-0.576383720679281	ERP29	protein_coding
1018	A_23_P139476	0.679066666666673	16.4515416666667	5.78620213096636	0.000144156619209036	0.0032245937176594	1.05635345884643	CD63	protein_coding
873	A_23_P130194	-0.543399999999998	16.435525	-5.73578077382057	0.000154869381007945	0.00337255062398479	0.9819915564524	PYCR1	protein_coding
9937	P_120307	0.306899999999999	16.4293166666667	3.47855771816944	0.00549845231005657	0.0425180236963222	-2.69495038043568	RNASEK	protein_coding
3219	A_23_P502224	0.571433333333331	16.4289416666667	4.21001056640662	0.00160607473438655	0.0175016714652166	-1.43739206538297	CYB5R3	protein_coding
7134	P_100317	-0.612966666666669	16.4260083333333	-4.05650734248231	0.00206859643964614	0.0210450782133389	-1.69734865502643	ENO1	protein_coding
3299	A_23_P54477	0.357066666666668	16.417625	3.95159414633616	0.00246337715032061	0.0238606990652823	-1.87640784622326	NOP10	protein_coding
9676	P_118008	0.365233333333332	16.4146666666667	3.98144063978038	0.00234364481667684	0.0230402642382652	-1.82535911416981	TCEB2	protein_coding
2360	A_23_P3221	1.36896666666666	16.3585583333333	12.8050688340695	9.34903327119026e-08	3.02641957080742e-05	8.51323655063419	SQRDL	protein_coding
23959	P_271938	0.408933333333326	16.3473416666667	4.17728611081469	0.00169467721726935	0.0182113124468266	-1.49259795377353	RPS4Y1	protein_coding
10477	P_124671	0.514733333333336	16.3326416666667	3.94462080126424	0.00249226016442073	0.0240593629938773	-1.88834696306953	TMEM205	protein_coding
12809	P_141303	-0.312166666666666	16.3326	-3.86263477665512	0.00285956672105602	0.0265396438861284	-2.02904683534467	TMED9	protein_coding
3675	A_23_P79199	-0.373333333333338	16.3296666666667	-3.66163679133776	0.00401857412564357	0.0339329266459645	-2.37631991031924	DBI	protein_coding
12677	P_140354	0.363566666666671	16.3211166666667	3.84633260657037	0.00293908994526339	0.0270727113718909	-2.05709400746191	SKP1	protein_coding
798	A_23_P12514	0.594999999999997	16.3054916666667	4.79851014808253	0.000626723734988805	0.00895492081033301	-0.466662826249762	RHOC	protein_coding
757	A_23_P122531	0.358599999999999	16.2919166666667	3.3791782827572	0.00652691447993502	0.0479439868141069	-2.8685633467153	C6orf48	protein_coding
1112	A_23_P145644	1.10163333333333	16.276225	11.04302446035	4.0232551539706e-07	7.2325736643544e-05	7.07668195221386	DDC	protein_coding
1011	A_23_P13899	-0.405366666666673	16.2652666666667	-3.53093585497443	0.00502507212555507	0.039850712112696	-2.60360969012166	GAPDH	protein_coding
14234	P_151259	-0.331266666666668	16.1565333333333	-3.45988675757753	0.00567810356607389	0.0434764839754062	-2.72753966400913	PGK1	protein_coding
7429	P_102245	0.323566666666668	16.1141166666667	4.14644109453956	0.00178288688895224	0.0189031089270771	-1.5447406771585	PRKACB	protein_coding
5423	A_24_P921366	0.422200000000005	16.104925	4.74796233816908	0.000678204492367442	0.00947675076743125	-0.548292458547193	CALD1	protein_coding
3862	A_23_P92082	-0.480466666666661	16.1011583333333	-3.9748581305624	0.00236951898664464	0.023203292413444	-1.83661041849553	TKT	protein_coding
1629	A_23_P203332	1.02836666666667	16.0952833333333	7.91025097400148	9.49343250687842e-06	0.000546655171891641	3.87029233331569	FAM111A	protein_coding
8319	P_108743	0.4122	16.0824166666667	5.2207337290918	0.000328748758539675	0.00568166152096162	0.201406008964797	DAK	protein_coding
18709	P_232607	0.362233333333332	16.082	4.26606052815647	0.00146542080662502	0.0163949974089513	-1.34311485400677	NDUFA13	protein_coding
8636	P_111125	-0.370500000000003	16.0798333333333	-4.43604086351819	0.00111265700596725	0.0134855229334079	-1.05944691607853	LDHB	protein_coding
10748	P_126724	0.910366666666663	16.0701166666667	9.35527468214192	1.98775163774278e-06	0.000202096922746631	5.46911017736826	CNOT3;LENG1;TMC4	protein_coding
3312	A_23_P5551	-0.377766666666666	16.0638916666667	-4.22781192686392	0.00155992928065787	0.0171373214818547	-1.40741134150446	NCL	protein_coding
13480	P_145823	0.492233333333331	16.0634	4.12226608352435	0.00185537745786915	0.0194586499247749	-1.5856795743804	ARF5;FSCN3	protein_coding
9246	P_115163	0.600833333333336	16.052025	6.38737721446985	6.29937876628942e-05	0.00186639859623728	1.91495153415102	RDH11	protein_coding
7248	P_101020	0.372566666666668	16.0393916666667	3.58916547557846	0.00454785054491046	0.0370992596156955	-2.5022262670595	ATPIF1	protein_coding
10391	P_123959	0.946266666666665	16.0250083333333	6.51303527313264	5.330830450324e-05	0.00166647635484794	2.08797002447401	CIRBP	protein_coding
14280	P_151556	-0.429933333333331	16.0132333333333	-4.20833689694025	0.00161048629878457	0.0175366620449313	-1.44021265170769	SLC25A5	protein_coding
632	A_23_P114929	-0.615233333333334	16.0091166666667	-6.40044021622775	6.19040159339584e-05	0.00184747737039385	1.93304041107108	MPC2	protein_coding
889	A_23_P131676	0.834966666666663	15.9727666666667	5.84655034427784	0.000132365944111729	0.00304318403067262	1.1448742102198	ACKR3	protein_coding
18708	P_232605	0.521833333333337	15.9524	6.14374266281573	8.75887461727729e-05	0.00230693358646278	1.57318654422456	NDUFA13;CTC-260F20.3	protein_coding
2171	A_23_P28434	0.387466666666668	15.95155	4.1371312117881	0.0018104457568886	0.0191109149480994	-1.56049899705262	VAMP8	protein_coding
2118	A_23_P259166	0.462466666666662	15.9421916666667	5.56327442694246	0.000198445638118308	0.004014281580498	0.724804249535679	TCEAL4	protein_coding
1434	A_23_P165840	-0.417866666666663	15.9379666666667	-4.17429151694859	0.00170303709523613	0.018265033739137	-1.49765570055603	ODC1	protein_coding
11250	P_130501	-0.495200000000001	15.92505	-3.47003716953339	0.00557969943211551	0.0429521617757027	-2.70982078869797	SNRPB	protein_coding
14088	P_150263	0.376333333333337	15.9159166666667	4.21451338973906	0.00159426869058943	0.0174029289660244	-1.42980514041325	DPP7	protein_coding
2923	A_23_P408095	0.524899999999997	15.90645	6.50822850202986	5.36477964125537e-05	0.0016744016030963	2.08139193143788	DSTN	protein_coding
11338	P_131101	0.35493333333333	15.8999083333333	4.45269472208477	0.00108326450642796	0.0132170063442936	-1.03184223154516	ROMO1	protein_coding
